year,ticker,ebit,revenue,margin
2024,LSCC,60677000.0,509401000.0,0.11911441084725001
2024,META,71378000000.0,164501000000.0,0.4339061768621467
2024,MRVL,-547000000.0,5507700000.0,-0.09931550374929644
2024,MSFT,110722000000.0,245122000000.0,0.45170160165142254
2024,MU,1802000000.0,25111000000.0,0.07176137947513042
2024,NOW,1761000000.0,10984000000.0,0.16032410779315368
2024,NVDA,34075000000.0,60922000000.0,0.5593217556876006
2024,QCOM,11033000000.0,38962000000.0,0.2831733483907397
2024,SHOP,1302000000.0,8880000000.0,0.14662162162162162
2024,SMCI,1233491000.0,14989251000.0,0.08229170356811025
2024,SWKS,667100000.0,4178000000.0,0.1596696984202968
2024,TSLA,9340000000.0,97690000000.0,0.09560855768246494
2024,TSM,1416335400000.0,2894307700000.0,0.4893520478144048
2024,WDAY,470000000.0,7259000000.0,0.06474721035955366
2025,AAPL,133050000000.0,416161000000.0,0.31970799762591884
2025,ADBE,8997000000.0,23769000000.0,0.37851823804114604
2025,AMD,4271000000.0,34639000000.0,0.12330032622188862
2025,AMZN,99585000000.0,716924000000.0,0.13890593703098236
2025,ANET,3856100000.0,9005700000.0,0.42818437211987964
2025,AVGO,25939000000.0,63887000000.0,0.40601374301501086
2025,CRM,7666000000.0,37895000000.0,0.202295817390157
2025,DELL,6462000000.0,95567000000.0,0.0676174830223822
2025,GOOGL,159562000000.0,402836000000.0,0.39609667457724734
2025,HPE,1644000000.0,34296000000.0,0.04793561931420574
2025,HPQ,3223000000.0,55295000000.0,0.05828736775476987
2025,IBM,12263000000.0,67536000000.0,0.18157723288320304
2025,INTC,2648000000.0,52853000000.0,0.05010122415000095
2025,LSCC,15276000.0,523262000.0,0.02919378819788175
2025,META,87097000000.0,200966000000.0,0.4333917180020501
2025,MRVL,-705300000.0,5767300000.0,-0.1222929273663586
2025,MSFT,126012000000.0,281724000000.0,0.44728883588192697
2025,MU,10131000000.0,37378000000.0,0.27104178928781636
2025,NOW,2284000000.0,13278000000.0,0.17201385750866094
2025,NVDA,84273000000.0,130497000000.0,0.6457849605738063
2025,QCOM,13327000000.0,44284000000.0,0.300943907506097
2025,SHOP,1885000000.0,11556000000.0,0.16311872620283835
2025,SMCI,1271489000.0,21972042000.0,0.05786849488090365
2025,SWKS,553800000.0,4086900000.0,0.13550612934008663
2025,TSLA,5616000000.0,94827000000.0,0.059223638837040085
2025,TSM,2054025100000.0,3809054300000.0,0.5392480490498652
2025,WDAY,752000000.0,8446000000.0,0.08903623016812692
2026,CRM,8917000000.0,41525000000.0,0.21473810957254666
2026,DELL,8823000000.0,113538000000.0,0.07770966548644506
2026,MRVL,3249200000.0,8194600000.0,0.39650501549801087
2026,NVDA,141709000000.0,215938000000.0,0.656248552825348
2026,WDAY,1123000000.0,9552000000.0,0.11756700167504187
